Block Number	Test Type	Trial Number	List Length	Sequence	Response	Accuracy	RT
2	Backward	1	2	83	38	Correct	1597
2	Backward	2	2	17	71	Correct	1164
2	Backward	3	3	694	496	Correct	1792
2	Backward	4	3	147	741	Correct	2595
2	Backward	5	4	5947	7495	Correct	13839
2	Backward	6	4	1947	7491	Correct	6029
2	Backward	7	5	91625	52619	Correct	16204
2	Backward	8	5	16273	37361	Incorrect	25084
2	Backward	9	6	385296	692583	Correct	12199
2	Backward	10	6	485172	271584	Correct	11589
2	Backward	11	7	1625849	9485261	Correct	9759
2	Backward	12	7	5169473	3749615	Correct	16401
2	Backward	13	8	27395148	84159372	Correct	32821
2	Backward	14	8	28147369	96374182	Correct	22305
2	Backward	15	9	628374195	597418326	Incorrect	27173
2	Backward	16	9	584196372	27631485	Incorrect	21208
