Block Number	Test Type	Trial Number	List Length	Sequence	Response	Accuracy	RT
1	Backward	1	2	91	19	Correct	1773
1	Backward	2	2	19	91	Correct	1292
1	Backward	3	3	273	372	Correct	1476
1	Backward	4	3	285	582	Correct	2203
1	Backward	5	4	6395	5936	Correct	5377
1	Backward	6	4	3952	2593	Correct	4895
1	Backward	7	5	14836	63841	Correct	5206
1	Backward	8	5	15829	92851	Correct	35131
1	Backward	9	6	529637	736925	Correct	4630
1	Backward	10	6	749158	851947	Correct	19913
1	Backward	11	7	7369482	2846937	Incorrect	17557
1	Backward	12	7	9374158	8514739	Correct	8362
1	Backward	13	8	71958362	26328917	Incorrect	11416
1	Backward	14	8	85271496	69417258	Correct	13660
1	Backward	15	9	269514837	738415962	Correct	18002
1	Backward	16	9	485172936	639174851	Incorrect	9972
1	Backward	17	10	5174852639	9362184715	Incorrect	35390
1	Backward	18	10	4952618473	371842659	Incorrect	4463
