Block Number	Test Type	Trial Number	List Length	Sequence	Response	Accuracy	RT
2	Backward	1	2	94	49	Correct	2698
2	Backward	2	2	37	73	Correct	2789
2	Backward	3	3	295	592	Correct	3368
2	Backward	4	3	729	927	Correct	3867
2	Backward	5	4	5172	2715	Correct	3798
2	Backward	6	4	3925	5293	Correct	4013
2	Backward	7	5	51629	92615	Correct	10501
2	Backward	8	5	36295	59263	Correct	7995
2	Backward	9	6	285174	471582	Correct	12057
2	Backward	10	6	159483	348951	Incorrect	11124
2	Backward	11	7	4173926	6293714	Correct	9185
2	Backward	12	7	2591748	871952	Incorrect	12179
2	Backward	13	8	96258173	3718529	Incorrect	9338
2	Backward	14	8	47152836	63285174	Incorrect	14929
