Block Number	Test Type	Trial Number	List Length	Sequence	Response	Accuracy	RT
1	Backward	1	2	63	3 6	Correct	3121
1	Backward	2	2	16	6 1	Correct	2162
1	Backward	3	3	374	7 3 4	Incorrect	3309
1	Backward	4	3	163	3 6 1	Correct	2508
1	Backward	5	4	3714	4 1 7 3	Correct	3709
1	Backward	6	4	6952	2 5 6 5	Incorrect	5134
1	Backward	7	5	19473	3 4 75 1	Incorrect	14441
1	Backward	8	5	14837	73841	Correct	3619
1	Backward	9	6	148592	295841	Correct	3104
1	Backward	10	6	738516	615873	Incorrect	9057
1	Backward	11	7	5941837	738954	Incorrect	11046
1	Backward	12	7	9471836	6381674	Incorrect	7262

