Block Number	Test Type	Trial Number	List Length	Sequence	Response	Accuracy	RT
2	Backward	1	2	63	36	Correct	2961
2	Backward	2	2	38	83	Correct	1650
2	Backward	3	3	739	937	Correct	1905
2	Backward	4	3	718	817	Correct	2008
2	Backward	5	4	8473	3748	Correct	2269
2	Backward	6	4	3852	2583	Correct	9296
2	Backward	7	5	16285	58261	Correct	4894
2	Backward	8	5	18473	37481	Correct	3620
2	Backward	9	6	627493	394726	Correct	9384
2	Backward	10	6	263948	849362	Correct	4367
2	Backward	11	7	6371528	8251736	Correct	5130
2	Backward	12	7	8473926	6239748	Incorrect	9295
2	Backward	13	8	81637495	5913647	Incorrect	28029
2	Backward	14	8	73825961	16925837	Incorrect	8284
