Block Number	Test Type	Trial Number	List Length	Sequence	Response	Accuracy	RT
1	Backward	1	2	52	25	Correct	1268
1	Backward	2	2	74	47	Correct	1456
1	Backward	3	3	184	481	Correct	1272
1	Backward	4	3	149	941	Correct	1832
1	Backward	5	4	8369	9638	Correct	1748
1	Backward	6	4	7258	8527	Correct	1685
1	Backward	7	5	84169	96148	Correct	1980
1	Backward	8	5	73859	95837	Correct	2391
1	Backward	9	6	741628	826147	Correct	2549
1	Backward	10	6	748529	925847	Correct	2461
1	Backward	11	7	9517284	4827159	Correct	5869
1	Backward	12	7	7415839	9385147	Correct	5316
1	Backward	13	8	73629485	58492637	Correct	5172
1	Backward	14	8	52749361	16392547	Incorrect	19385
1	Backward	15	9	148592736	637298541	Incorrect	15307
1	Backward	16	9	637481925	529184736	Correct	4242
1	Backward	17	10	9627148593	3958147236	Incorrect	8517
1	Backward	18	10	2639581472	2741859362	Correct	14396
1	Backward	19	11	84714952638	836259	Incorrect	20235
1	Backward	20	11	69147269583	385629741	Incorrect	14963

