Block Number	Test Type	Trial Number	List Length	Sequence	Response	Accuracy	RT
1	Backward	1	2	82	8	Incorrect	810
1	Backward	2	2	84	48	Correct	1864
1	Backward	3	3	527	725	Correct	1441
1	Backward	4	3	952	259	Correct	1385
1	Backward	5	4	7483	3847	Correct	2600
1	Backward	6	4	4825	5284	Correct	1814
1	Backward	7	5	84925	52948	Correct	4824
1	Backward	8	5	92637	73629	Correct	3456
1	Backward	9	6	827369	963728	Correct	4565
1	Backward	10	6	492637	736294	Correct	4108
1	Backward	11	7	3847295	5927438	Incorrect	16136
1	Backward	12	7	7261584	4851627	Correct	16564
1	Backward	13	8	61473825	52837416	Correct	20577
1	Backward	14	8	59273614	47631925	Incorrect	32109
1	Backward	15	9	637481952	259184736	Correct	17972
1	Backward	16	9	638472951	159748236	Incorrect	20942
1	Backward	17	10	5852637419	9147362585	Correct	19797
1	Backward	18	10	7496371852	2583697147	Incorrect	29255
1	Backward	19	11	72583627194	9416378527	Incorrect	36932
1	Backward	20	11	47369258174	4196385274	Incorrect	30990

