Block Number	Test Type	Trial Number	List Length	Sequence	Response	Accuracy	RT
1	Backward	1	2	63	36	Correct	2534
1	Backward	2	2	48	84	Correct	1695
1	Backward	3	3	582	285	Correct	3230
1	Backward	4	3	849	948	Correct	4015
1	Backward	5	4	7369	9637	Correct	5540
1	Backward	6	4	2716	6172	Correct	3756
1	Backward	7	5	36194	49163	Correct	8752
1	Backward	8	5	16372	27361	Correct	7436
1	Backward	9	6	847259	952748	Correct	8399
1	Backward	10	6	284195	591842	Incorrect	11660
1	Backward	11	7	2694715	5174962	Correct	16171
1	Backward	12	7	1695273	3725961	Correct	10054
1	Backward	13	8	48592736	63729584	Correct	10618
1	Backward	14	8	17263859	95836271	Correct	11558
1	Backward	15	9	826147395	593741628	Correct	11154
1	Backward	16	9	148259637	736952841	Correct	16811
1	Backward	17	10	9384716295	5926874839	Incorrect	15017
1	Backward	18	10	1471936258	8526391741	Correct	15020
1	Backward	19	11	73852936147	74163952837	Incorrect	18291
1	Backward	20	11	36174963852	25836947163	Correct	42692
1	Backward	21	12	584741628395	593826147483	Incorrect	21311
1	Backward	22	12	815147369258	852963741518	Correct	15120
1	Backward	23	13	9471584173926	293793841937	Incorrect	25033
1	Backward	24	13	5174725963814	4813695217715	Incorrect	22761

