Block Number	Test Type	Trial Number	List Length	Sequence	Response	Accuracy	RT
1	Backward	1	2	59	95	Correct	2984
1	Backward	2	2	16	61	Correct	1727
1	Backward	3	3	296	692	Correct	3868
1	Backward	4	3	736	637	Correct	4387
1	Backward	5	4	6952	2596	Correct	4537
1	Backward	6	4	2583	3852	Correct	5178
1	Backward	7	5	15273	37251	Correct	7845
1	Backward	8	5	74925	52947	Correct	4614
1	Backward	9	6	816394	493618	Correct	10123
1	Backward	10	6	729516	615927	Correct	6820
1	Backward	11	7	1592638	8362951	Correct	8389
1	Backward	12	7	9518274	4728951	Incorrect	15766
1	Backward	13	8	52638417	71483625	Correct	10981
1	Backward	14	8	16394825	52849361	Correct	12066
1	Backward	15	9	483695172	271596384	Correct	12553
1	Backward	16	9	625819374	473374826	Incorrect	16940
1	Backward	17	10	2726394815	5284136272	Incorrect	14995
1	Backward	18	10	7372691584	4851962737	Correct	8906
1	Backward	19	11	36192637485	58473629163	Correct	13702
1	Backward	20	11	51582741936	63914728515	Correct	14051
1	Backward	21	12	372627385941	149583726283	Incorrect	19460
1	Backward	22	12	496162748395	593847263694	Incorrect	17054

