Block Number	Test Type	Trial Number	List Length	Sequence	Response	Accuracy	RT
1	Backward	1	2	63	36	Correct	2615
1	Backward	2	2	15	51	Correct	1724
1	Backward	3	3	749	947	Correct	2810
1	Backward	4	3	592	295	Correct	3692
1	Backward	5	4	9473	3749	Correct	4479
1	Backward	6	4	2741	1472	Correct	7457
1	Backward	7	5	94736	63749	Correct	7361
1	Backward	8	5	94726	62749	Correct	8949
1	Backward	9	6	158263	362851	Correct	8028
1	Backward	10	6	847163	361748	Correct	9561
1	Backward	11	7	7183625	5263817	Correct	8348
1	Backward	12	7	7362851	1582637	Correct	10352
1	Backward	13	8	36951482	28415963	Correct	9831
1	Backward	14	8	63728514	41582736	Correct	10035
1	Backward	15	9	195263748	847362591	Correct	15721
1	Backward	16	9	736148592	295841637	Correct	16414
1	Backward	17	10	7269583714	4173859627	Correct	14857
1	Backward	18	10	8471592638	8362951748	Correct	15044
1	Backward	19	11	48528471936	63917482584	Correct	18426
1	Backward	20	11	59584736291	19263748595	Correct	15115
1	Backward	21	12	951741629583	385926147159	Correct	17025
1	Backward	22	12	593736281495	594182637395	Correct	16268
1	Backward	23	13	6374947382516	6152837494736	Correct	29111
1	Backward	24	13	8159529614738	8276269159518	Incorrect	45168
1	Backward	25	14	63749269371485	58417296394736	Incorrect	22560
1	Backward	26	14	83625947258361	16000274952638	Incorrect	26102

