Block Number	Test Type	Trial Number	List Length	Sequence	Response	Accuracy	RT
1	Backward	1	2	81	18	Correct	3911
1	Backward	2	2	84	48	Correct	1577
1	Backward	3	3	295	592	Correct	3692
1	Backward	4	3	147	741	Correct	3322
1	Backward	5	4	2594	4952	Correct	4283
1	Backward	6	4	2637	7362	Correct	4246
1	Backward	7	5	39526	62593	Correct	4102
1	Backward	8	5	58362	26385	Correct	4620
1	Backward	9	6	639158	851936	Correct	5969
1	Backward	10	6	638529	925836	Correct	7344
1	Backward	11	7	5291736	6371925	Correct	7436
1	Backward	12	7	5937184	4817395	Correct	8868
1	Backward	13	8	16374952	25947361	Correct	7015
1	Backward	14	8	51936274	47263915	Correct	9443
1	Backward	15	9	417259638	836952714	Correct	13042
1	Backward	16	9	258416937	739614852	Correct	18705
1	Backward	17	10	2594726381	1836751852	Incorrect	23920
1	Backward	18	10	6374825196	6915284736	Correct	10337
1	Backward	19	11	48394728516	61528749382	Incorrect	15684
1	Backward	20	11	16258493716	61285731	Incorrect	29630

