Block Number	Test Type	Trial Number	List Length	Sequence	Response	Accuracy	RT
1	Backward	1	2	62	26	Correct	1306
1	Backward	2	2	39	93	Correct	3619
1	Backward	3	3	527	725	Correct	1750
1	Backward	4	3	516	615	Correct	2897
1	Backward	5	4	7162	2617	Correct	4196
1	Backward	6	4	3958	8593	Correct	6434
1	Backward	7	5	28147	74182	Correct	5307
1	Backward	8	5	37418	81473	Correct	8353
1	Backward	9	6	963741	147369	Correct	5809
1	Backward	10	6	362849	948263	Correct	7125
1	Backward	11	7	2749518	8159472	Correct	8826
1	Backward	12	7	1527483	3847251	Correct	8970
1	Backward	13	8	41859263	36259814	Incorrect	11129
1	Backward	14	8	74836159	95163847	Correct	9872
1	Backward	15	9	518394726	627493815	Correct	11487
1	Backward	16	9	274836951	159638472	Correct	13965
1	Backward	17	10	2527163849	9483617252	Correct	20840
1	Backward	18	10	6914725836	6385217196	Incorrect	15827
1	Backward	19	11	49617493852	25839417694	Incorrect	17275
1	Backward	20	11	26251748369	96384715262	Correct	14201
1	Backward	21	12	485174825936	639528471584	Correct	17924
1	Backward	22	12	584837419526	625931147485	Incorrect	26842
1	Backward	23	13	5927482639517	7159362847295	Correct	25088
1	Backward	24	13	1473738415926	6295148373	Incorrect	50744
1	Backward	25	14	61527472691583	8000627472615	Incorrect	21753
1	Backward	26	14	36941741625839	93852614714963	Correct	32078
1	Backward	27	15	526381417396258	852613714183625	Incorrect	50759
1	Backward	28	15	583629261593847	748359762126583	Incorrect	36329

