Block Number	Test Type	Trial Number	List Length	Sequence	Response	Accuracy	RT
1	Backward	1	2	59	95	Correct	944
1	Backward	2	2	37	73	Correct	584
1	Backward	3	3	481	184	Correct	931
1	Backward	4	3	163	361	Correct	1777
1	Backward	5	4	7284	4827	Correct	2896
1	Backward	6	4	9285	5829	Correct	1459
1	Backward	7	5	38516	61583	Correct	5890
1	Backward	8	5	37481	18473	Correct	6352
1	Backward	9	6	492581	185294	Correct	7536
1	Backward	10	6	527481	184725	Correct	9168
1	Backward	11	7	6258174	4718526	Correct	10354
1	Backward	12	7	8415962	2695148	Correct	11270
1	Backward	13	8	84963725	52748369	Incorrect	11625
1	Backward	14	8	61852749	92785146	Incorrect	15533
