Block Number	Test Type	Trial Number	List Length	Sequence	Response	Accuracy	RT
1	Backward	1	2	84	48	Correct	746
1	Backward	2	2	61	16	Correct	652
1	Backward	3	3	638	836	Correct	2131
1	Backward	4	3	472	274	Correct	1505
1	Backward	5	4	2619	9162	Correct	1515
1	Backward	6	4	5183	3815	Correct	2612
1	Backward	7	5	41736	63714	Correct	1718
1	Backward	8	5	58362	26385	Correct	1595
1	Backward	9	6	362915	519263	Correct	1753
1	Backward	10	6	958263	362859	Correct	2784
1	Backward	11	7	9637482	2847369	Correct	1907
1	Backward	12	7	1592736	6372951	Correct	2633
1	Backward	13	8	14859372	27395841	Correct	10116
1	Backward	14	8	15948263	3648951	Incorrect	10565
1	Backward	15	9	516273948	843976251	Incorrect	4376
1	Backward	16	9	625841739	937148526	Correct	13905
1	Backward	17	10	2739162584	4856293172	Incorrect	15969
1	Backward	18	10	6962851473	3741582696	Correct	2993
1	Backward	19	11	38158496372	27369481585	Incorrect	13160
1	Backward	20	11	36372618495	5948712636	Incorrect	5820

