Block Number	Test Type	Trial Number	List Length	Sequence	Response	Accuracy	RT
1	Backward	1	2	16	61	Correct	3720
1	Backward	2	2	29	92	Correct	1058
1	Backward	3	3	592	295	Correct	1242
1	Backward	4	3	174	471	Correct	2378
1	Backward	5	4	7482	2847	Correct	1361
1	Backward	6	4	4169	9614	Correct	1953
1	Backward	7	5	83694	49638	Correct	1757
1	Backward	8	5	95284	48259	Correct	12639
1	Backward	9	6	851926	629158	Correct	11955
1	Backward	10	6	259384	483952	Correct	6452
1	Backward	11	7	1583947	7493851	Correct	4836
1	Backward	12	7	7495263	3625947	Correct	7172
1	Backward	13	8	62958471	17485926	Correct	16984
1	Backward	14	8	69471852	25871496	Incorrect	26195
1	Backward	15	9	528493716	617394825	Correct	12934
1	Backward	16	9	584719362	26391475	Incorrect	23721
1	Backward	17	10	5158269473	374968515	Incorrect	12051
1	Backward	18	10	4739516284	483269174	Incorrect	30522

