Block Number	Test Type	Trial Number	List Length	Sequence	Response	Accuracy	RT
1	Backward	1	2	62	26	Correct	1700
1	Backward	2	2	84	48	Correct	1862
1	Backward	3	3	374	473	Correct	1582
1	Backward	4	3	925	529	Correct	2065
1	Backward	5	4	9637	7369	Correct	2085
1	Backward	6	4	6158	8516	Correct	2239
1	Backward	7	5	27185	58172	Correct	2536
1	Backward	8	5	63749	94736	Correct	2413
1	Backward	9	6	485926	629584	Correct	2506
1	Backward	10	6	638251	152836	Correct	2484
1	Backward	11	7	2816374	4736182	Correct	3714
1	Backward	12	7	3741582	2851473	Correct	2816
1	Backward	13	8	41736952	25963714	Correct	5045
1	Backward	14	8	38491625	52619483	Correct	3913
1	Backward	15	9	614729583	385927416	Correct	3766
1	Backward	16	9	491582736	637285194	Correct	3769
1	Backward	17	10	9362915847	7485192369	Incorrect	9398
1	Backward	18	10	6263859147	741983626	Incorrect	9348
