Block Number	Test Type	Trial Number	List Length	Sequence	Response	Accuracy	RT
2	Backward	1	2	83	38	Correct	1020
2	Backward	2	2	52	25	Correct	1346
2	Backward	3	3	394	493	Correct	1487
2	Backward	4	3	615	516	Correct	1757
2	Backward	5	4	1584	4851	Correct	1901
2	Backward	6	4	1963	3691	Correct	2311
2	Backward	7	5	84739	93748	Correct	3013
2	Backward	8	5	83716	61738	Correct	4822
2	Backward	9	6	629485	584926	Correct	2276
2	Backward	10	6	472815	518274	Correct	8959
2	Backward	11	7	1526938	8396251	Correct	2651
2	Backward	12	7	8195263	3629518	Incorrect	3226
2	Backward	13	8	92748361	16384729	Correct	3062
2	Backward	14	8	27493618	81639742	Incorrect	3306
2	Backward	15	9	485293716	617392584	Correct	5703
2	Backward	16	9	293748516	615874392	Incorrect	3605
2	Backward	17	10	4158274936	639472814	Incorrect	7178
2	Backward	18	10	3847152693	39621573	Incorrect	11808
