Block Number	Test Type	Trial Number	List Length	Sequence	Response	Accuracy	RT
1	Backward	1	2	17	71	Correct	4029
1	Backward	2	2	95	59	Correct	1355
1	Backward	3	3	395	593	Correct	2439
1	Backward	4	3	925	29	Incorrect	1304
1	Backward	5	4	1483	3841	Correct	2194
1	Backward	6	4	1738	8371	Correct	2521
1	Backward	7	5	15284	48251	Correct	2030
1	Backward	8	5	25916	61952	Correct	3207
1	Backward	9	6	514738	837415	Correct	2389
1	Backward	10	6	962715	517269	Correct	2500
1	Backward	11	7	1592736	637291	Incorrect	4609
1	Backward	12	7	9251748	8471529	Correct	9562
1	Backward	13	8	96258174	47185269	Correct	6657
1	Backward	14	8	83695271	1729368	Incorrect	12076
1	Backward	15	9	825914736	6371429	Incorrect	5651
1	Backward	16	9	936258417	714852639	Correct	7322
1	Backward	17	10	8263715948	849517362	Incorrect	8418
1	Backward	18	10	1495281736	637128149	Incorrect	8166
