Block Number	Test Type	Trial Number	List Length	Sequence	Response	Accuracy	RT
2	Backward	1	2	39	93	Correct	1542
2	Backward	2	2	82	28	Correct	1399
2	Backward	3	3	693	396	Correct	2249
2	Backward	4	3	715	517	Correct	3280
2	Backward	5	4	2736	6327	Incorrect	2188
2	Backward	6	4	1529	9251	Correct	2826
2	Backward	7	5	96374	47369	Correct	3148
2	Backward	8	5	83692	29638	Correct	2408
2	Backward	9	6	158273	378215	Incorrect	7349
2	Backward	10	6	914726	627419	Correct	2404
2	Backward	11	7	8596273	3726958	Correct	3701
2	Backward	12	7	4185296	6925814	Correct	3116
2	Backward	13	8	48371625	5267183	Incorrect	5924
2	Backward	14	8	63917485	58471963	Incorrect	2909
