Block Number	Test Type	Trial Number	List Length	Sequence	Response	Accuracy	RT
1	Backward	1	2	72	27	Correct	1617
1	Backward	2	2	73	37	Correct	1487
1	Backward	3	3	485	584	Correct	4309
1	Backward	4	3	527	725	Correct	1755
1	Backward	5	4	4715	5174	Correct	5755
1	Backward	6	4	8147	7418	Correct	5194
1	Backward	7	5	85263	36258	Correct	6580
1	Backward	8	5	96384	48369	Correct	6200
1	Backward	9	6	149285	582941	Correct	7709
1	Backward	10	6	415827	728514	Correct	7015
1	Backward	11	7	9147258	8527419	Correct	10335
1	Backward	12	7	9527148	8417259	Correct	8100
1	Backward	13	8	71639258	85293617	Correct	12021
1	Backward	14	8	15274936	63947251	Correct	12921
1	Backward	15	9	381472596	695483217	Incorrect	13821
1	Backward	16	9	159473628	826374951	Correct	15565
1	Backward	17	10	2614837295	5927384162	Correct	18059
1	Backward	18	10	4841725963	3695271484	Correct	15429
1	Backward	19	11	59371694825	52894617359	Incorrect	14541
1	Backward	20	11	85263948517	71584936351	Incorrect	21527

