Block Number	Test Type	Trial Number	List Length	Sequence	Response	Accuracy	RT
1	Backward	1	2	84	48	Correct	2557
1	Backward	2	2	26	62	Correct	2502
1	Backward	3	3	963	369	Correct	3252
1	Backward	4	3	495	594	Correct	6516
1	Backward	5	4	6147	7416	Correct	5732
1	Backward	6	4	4961	1694	Correct	5940
1	Backward	7	5	94852	25849	Correct	9616
1	Backward	8	5	16952	25961	Correct	6538
1	Backward	9	6	937482	284739	Correct	13984
1	Backward	10	6	841725	527148	Correct	8719
1	Backward	11	7	9638514	4158369	Correct	13282
1	Backward	12	7	9361527	7251639	Correct	7618
1	Backward	13	8	47152836	63845174	Incorrect	7606
1	Backward	14	8	58147396	69374185	Correct	8635
1	Backward	15	9	749615283	385219647	Incorrect	14010
1	Backward	16	9	516273849	948372615	Correct	11299
1	Backward	17	10	6915836274	4726385196	Correct	21115
1	Backward	18	10	6258174936	6394718526	Correct	8637
1	Backward	19	11	47471528369	96382517474	Correct	12228
1	Backward	20	11	63847295163	36159274836	Correct	12669
1	Backward	21	12	951639517482	284715936159	Correct	15879
1	Backward	22	12	269639528174	4718529336962	Incorrect	19839
1	Backward	23	13	3625852916374	473691285263	Incorrect	20734
1	Backward	24	13	4852841625937	7359261482584	Incorrect	16985

