Block Number	Test Type	Trial Number	List Length	Sequence	Response	Accuracy	RT
2	Backward	1	2	95	59	Correct	2590
2	Backward	2	2	74	47	Correct	2094
2	Backward	3	3	149	941	Correct	2299
2	Backward	4	3	937	739	Correct	2921
2	Backward	5	4	6385	5836	Correct	4395
2	Backward	6	4	7269	9627	Correct	4937
2	Backward	7	5	74936	63947	Correct	4085
2	Backward	8	5	36925	52963	Correct	3820
2	Backward	9	6	637184	481736	Correct	6017
2	Backward	10	6	627485	584726	Correct	3806
2	Backward	11	7	4173695	5963714	Correct	26011
2	Backward	12	7	3851694	4961583	Correct	7991
2	Backward	13	8	49638251	15283964	Incorrect	7613
2	Backward	14	8	74196285	58269147	Correct	3451
2	Backward	15	9	582639147	41936581	Incorrect	9050
2	Backward	16	9	947263851	158362974	Incorrect	14609
