Block Number	Test Type	Trial Number	List Length	Sequence	Response	Accuracy	RT
1	Backward	1	2	52	25	Correct	4510
1	Backward	2	2	52	25	Correct	4872
1	Backward	3	3	372	273	Correct	2687
1	Backward	4	3	825	528	Correct	2502
1	Backward	5	4	4172	2714	Correct	5608
1	Backward	6	4	5184	4815	Correct	6909
1	Backward	7	5	37284	48273	Correct	7842
1	Backward	8	5	28369	96382	Correct	4236
1	Backward	9	6	496273	372694	Correct	6319
1	Backward	10	6	182736	637281	Correct	5623
1	Backward	11	7	1728495	948271	Incorrect	16470
1	Backward	12	7	3725948	8495273	Correct	11534
1	Backward	13	8	38514926	62941583	Correct	5558
1	Backward	14	8	85196374	47369814	Incorrect	6021
1	Backward	15	9	162738594	95834261	Incorrect	30402
1	Backward	16	9	273841695	596149736	Incorrect	20931
