Block Number	Test Type	Trial Number	List Length	Sequence	Response	Accuracy	RT
1	Backward	1	2	27	72	Correct	2053
1	Backward	2	2	38	83	Correct	2912
1	Backward	3	3	815	518	Correct	3294
1	Backward	4	3	395	593	Correct	5692
1	Backward	5	4	2936	6392	Correct	6191
1	Backward	6	4	9473	3749	Correct	6429
1	Backward	7	5	36172	27163	Correct	7974
1	Backward	8	5	15837	73851	Correct	9505
1	Backward	9	6	728369	963827	Correct	20288
1	Backward	10	6	169483	384961	Correct	10452
1	Backward	11	7	2617495	5943162	Incorrect	13313
1	Backward	12	7	9637284	4827369	Correct	12159
1	Backward	13	8	73628519	91582637	Correct	14094
1	Backward	14	8	25183694	49638152	Correct	12544
1	Backward	15	9	496372851	158273694	Correct	17171
1	Backward	16	9	361827495	594728163	Correct	25916
1	Backward	17	10	7372851694	4968182737	Incorrect	25226
1	Backward	18	10	9485263917	7159362519	Incorrect	58081

