Block Number	Test Type	Trial Number	List Length	Sequence	Response	Accuracy	RT
1	Backward	1	2	85	58	Correct	2419
1	Backward	2	2	49	94	Correct	1473
1	Backward	3	3	925	529	Correct	2871
1	Backward	4	3	516	615	Correct	2038
1	Backward	5	4	3691	1963	Correct	3034
1	Backward	6	4	3725	5273	Correct	4191
1	Backward	7	5	61485	58416	Correct	4938
1	Backward	8	5	51748	84715	Correct	7742
1	Backward	9	6	517492	294715	Correct	8934
1	Backward	10	6	274851	158247	Incorrect	8679
1	Backward	11	7	5937482	2847395	Correct	14476
1	Backward	12	7	6941582	2851496	Correct	11603
1	Backward	13	8	71638529	92583617	Correct	16567
1	Backward	14	8	37415962	26951473	Correct	16062
1	Backward	15	9	526173849	948376215	Incorrect	16573
1	Backward	16	9	419638527	725836914	Correct	15535
1	Backward	17	10	2594736281	1828679541	Incorrect	20061
1	Backward	18	10	2528493617	7136948212	Incorrect	10920
